AP MAC,zoneId,apGroupId,AP Serial,AP Name,Zone Name,AP Description,AP Location,AP S/W Version,wifi24Channel,wifi50Channel,NAS IP (externalIp),NAS Port (externalPort),AP IP,AP Provisioned Method,AP Approved Time,AP Last Seen,Connected Client counts,Management VLAN
8C:7A:15:2A:80:00,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"1st Floor,116",Kanakpura Bangalore,5.2.2.0.301,7,36,125.17.13.54,33051,172.31.6.88,Discovered,1.66E+12,1.71E+12,1,1
8C:7A:15:2A:80:10,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"7th Floor,Room -708",Bangalore,5.2.2.0.301,12,52,122.187.95.174,57561,172.16.131.189,Discovered,1.64E+12,1.71E+12,12,1
8C:7A:15:2A:80:50,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"6th Floor,B - Wing Corridor",Bangalore,5.2.2.0.301,3,100,122.187.97.126,59436,172.16.130.174,Discovered,1.69E+12,1.71E+12,2,1
8C:7A:15:2A:80:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Karakoram, First Floor,101-102",Kanakpura Bangalore,5.2.2.0.301,13,108,125.17.13.54,48885,172.31.4.49,Discovered,1.65E+12,1.71E+12,1,1
8C:7A:15:2A:80:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Ground Floor,28",Kanakpura Bangalore,5.2.2.0.301,7,60,125.17.13.54,54009,172.31.4.93,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:83:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,207",Kanakpura Bangalore,5.2.2.0.301,3,149,125.17.13.54,42544,172.31.4.149,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:83:50,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"G-Floor,Tutorial Hall -1",kanakpura Bangalore,5.2.2.0.301,10,108,125.17.13.54,38479,172.31.5.212,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:83:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,216",Kanakpura Bangalore,5.2.2.0.301,12,48,125.17.13.54,42463,172.31.4.154,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:83:90,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"7th Floor,Room -712",Bangalore,5.2.2.0.301,1,116,122.187.95.174,55583,172.16.131.190,Discovered,1.64E+12,1.71E+12,4,1
8C:7A:15:2A:83:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,213",Kanakpura Bangalore,5.2.2.0.301,11,132,125.17.13.54,57466,172.31.4.152,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:84:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,210",Kanakpura Bangalore,5.2.2.0.301,9,136,125.17.13.54,40115,172.31.4.151,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:84:50,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"4th Floor,402",kanakpura Bangalore,5.2.2.0.301,7,132,125.17.13.54,50608,172.31.6.28,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:84:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Himalaya (Boys Hostel III),315",Kanakpura Bangalore,5.2.2.0.301,11,52,125.17.13.54,53524,172.31.5.13,Discovered,1.66E+12,1.71E+12,2,1
8C:7A:15:2A:84:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,241",Kanakpura Bangalore,5.2.2.0.301,4,60,125.17.13.54,60511,172.31.4.142,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:84:C0,38e49df3-4f0f-44cc-8dc2-491d9b7dd3e2,21b0a6ee-69f8-41d7-b341-37e2ed3fd02e,9.42E+11,4.05E+15,JAIN CMS1,"1st Floor,Library",Bangalore,5.2.2.0.301,7,116,61.246.196.58,50389,172.16.132.11,Discovered,1.64E+12,1.71E+12,2,1
8C:7A:15:2A:84:D0,e941c056-2d7a-4271-9c3c-76f5f8a9de66,87194fd8-0d48-4afc-8e38-74003e1ab773,9.42E+11,4.05E+15,JAIN VVPURAM 2,"4th Floor,Room -408 Corridor",Bangalore,5.2.2.0.301,13,120,122.187.95.30,48991,172.16.131.28,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:85:00,81aa19b1-9b25-429b-b588-4032ed6be214,aed3b784-c185-4f40-bcb4-6de012116417,9.42E+11,4.05E+15,JAIN  Heritage School,"2nd Floor,3D Corridor",Bangalore,5.2.2.0.301,6,116,122.187.95.38,55602,172.16.132.158,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:85:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,203",Kanakpura Bangalore,5.2.2.0.301,13,120,125.17.13.54,54045,172.31.4.147,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:86:10,e941c056-2d7a-4271-9c3c-76f5f8a9de66,87194fd8-0d48-4afc-8e38-74003e1ab773,9.42E+11,4.05E+15,JAIN VVPURAM 2,"4th Floor,Room -407",Bangalore,5.2.2.0.301,12,100,122.187.95.30,51974,172.16.131.27,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:86:30,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,242",Kanakpura Bangalore,5.2.2.0.301,9,60,125.17.13.54,53731,172.31.4.143,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:86:70,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"2nd Floor,207",Kanakpura Bangalore,5.2.2.0.301,9,153,125.17.13.54,56489,172.31.6.14,Discovered,1.68E+12,1.71E+12,1,1
8C:7A:15:2A:86:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"2nd Floor,224",Kanakpura Bangalore,5.2.2.0.301,13,36,125.17.13.54,52132,172.31.6.164,Discovered,1.66E+12,1.71E+12,16,1
8C:7A:15:2A:86:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,205-206",Kanakpura Bangalore,5.2.2.0.301,7,56,125.17.13.54,53048,172.31.4.148,Discovered,1.65E+12,1.71E+12,1,1
8C:7A:15:2A:87:70,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"1st Floor,5",Kanakpura Bangalore,5.2.2.0.301,6,44,125.17.13.54,49942,172.31.5.229,Discovered,1.68E+12,1.71E+12,15,1
8C:7A:15:2A:87:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Karakoram, First Floor,108",Kanakpura Bangalore,5.2.2.0.301,10,157,125.17.13.54,47715,172.31.4.46,Discovered,1.65E+12,1.71E+12,1,1
8C:7A:15:2A:87:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Karakoram, Ground Floor,1",Kanakpura Bangalore,5.2.2.0.301,3,100,125.17.13.54,56600,172.31.4.25,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:88:00,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"G-Floor,Lab-9",Kanakpura Bangalore,5.2.2.0.301,4,132,125.17.13.54,48772,172.31.5.214,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:88:10,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"7th Floor,B - Wing Corridor",Bangalore,5.2.2.0.301,9,149,122.187.97.126,44916,172.16.130.166,Discovered,1.69E+12,1.71E+12,2,1
8C:7A:15:2A:88:30,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Himalaya (Boys Hostel III),B15",Kanakpura Bangalore,5.2.2.0.301,13,149,125.17.13.54,55814,172.31.4.188,Discovered,1.66E+12,1.71E+12,0,1
8C:7A:15:2A:88:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"G-Floor,Lab-11",Kanakpura Bangalore,5.2.2.0.301,13,149,125.17.13.54,49311,172.31.5.208,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:88:80,81aa19b1-9b25-429b-b588-4032ed6be214,aed3b784-c185-4f40-bcb4-6de012116417,9.42E+11,4.05E+15,JAIN  Heritage School,"3rd Floor,AV Room",Bangalore,5.2.2.0.301,6,153,122.187.95.38,48293,172.16.132.170,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:88:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"1st Floor,2",Kanakpura Bangalore,5.2.2.0.301,4,100,125.17.13.54,49208,172.31.5.226,Discovered,1.68E+12,1.71E+12,12,1
8C:7A:15:2A:88:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Basement ,1",Kanakpura Bangalore,5.2.2.0.301,10,153,125.17.13.54,52895,172.31.6.30,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:89:00,81aa19b1-9b25-429b-b588-4032ed6be214,aed3b784-c185-4f40-bcb4-6de012116417,9.42E+11,4.05E+15,JAIN  Heritage School,"3rd Floor,7D Corridor",Bangalore,5.2.2.0.301,3,149,122.187.95.38,54246,172.16.132.164,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:89:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"G-Floor,8",Kanakpura Bangalore,5.2.2.0.301,1,149,125.17.13.54,38394,172.31.5.124,Discovered,1.66E+12,1.71E+12,2,1
8C:7A:15:2A:8B:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Basement ,4",Kanakpura Bangalore,5.2.2.0.301,3,36,125.17.13.54,47607,172.31.6.33,Discovered,1.68E+12,1.71E+12,0,1
8C:7A:15:2A:8E:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,207",Kanakpura Bangalore,5.2.2.0.301,12,48,125.17.13.54,44403,172.31.4.71,Discovered,1.65E+12,1.71E+12,1,1
8C:7A:15:2A:8F:60,38e49df3-4f0f-44cc-8dc2-491d9b7dd3e2,21b0a6ee-69f8-41d7-b341-37e2ed3fd02e,9.42E+11,4.05E+15,JAIN CMS1,"4th Floor,Corridor near Room no 401",Bangalore,5.2.2.0.301,5,153,61.246.196.58,45416,172.16.132.21,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:8F:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"2nd Floor,205",Kanakpura Bangalore,5.2.2.0.301,6,56,125.17.13.54,39683,172.31.6.12,Discovered,1.68E+12,1.71E+12,3,1
8C:7A:15:2A:8F:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,4 Doorms - Ganga Block Ground Floor,0,114.0.0.0.1360,0,0,122.187.109.194,44683,172.31.5.177,Discovered,1.69E+12,1.69E+12,0,0
8C:7A:15:2A:90:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,4 Doorms - Ganga Block Ground Floor,0,114.0.0.0.1360,0,0,122.187.109.194,36493,172.31.5.173,Discovered,1.69E+12,1.69E+12,0,0
8C:7A:15:2A:90:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"3rd Floor,304",Kanakpura Bangalore,5.2.2.0.301,5,132,125.17.13.54,45003,172.31.6.20,Discovered,1.68E+12,1.71E+12,1,1
8C:7A:15:2A:90:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,SET-Academy Block Room No.114,Kanakpura Bangalore,5.2.2.0.301,5,149,122.187.109.194,60911,172.31.6.84,Discovered,1.68E+12,1.66E+12,0,1
8C:7A:15:2A:91:10,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"6th Floor,Room -606",Bangalore,5.2.2.0.301,5,100,122.187.95.174,52540,172.16.131.183,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:91:30,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,SET - Academy Block Room No.214,Kanakpura Bangalore,5.2.2.0.301,5,100,125.17.13.54,57602,172.31.6.94,Discovered,1.66E+12,1.71E+12,7,1
8C:7A:15:2A:91:40,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"7th Floor,Room -703",Bangalore,5.2.2.0.301,13,100,122.187.95.174,42494,172.16.131.187,Discovered,1.64E+12,1.71E+12,5,1
8C:7A:15:2A:91:C0,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"4th Floor,Room -409",Bangalore,5.2.2.0.301,10,136,122.187.95.174,40669,172.16.131.170,Discovered,1.64E+12,1.71E+12,1,1
8C:7A:15:2A:92:60,e941c056-2d7a-4271-9c3c-76f5f8a9de66,87194fd8-0d48-4afc-8e38-74003e1ab773,9.42E+11,4.05E+15,JAIN VVPURAM 2,"1st Floor,Library",Bangalore,5.2.2.0.301,9,136,122.187.95.30,33618,172.16.131.12,Discovered,1.64E+12,1.71E+12,1,1
8C:7A:15:2A:92:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,237",Kanakpura Bangalore,5.2.2.0.301,12,120,125.17.13.54,35677,172.31.4.140,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:92:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,248",Kanakpura Bangalore,5.2.2.0.301,5,36,125.17.13.54,59635,172.31.4.146,Discovered,1.65E+12,1.71E+12,1,1
8C:7A:15:2A:93:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,208",Kanakpura Bangalore,5.2.2.0.301,11,52,125.17.13.54,37005,172.31.4.150,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:94:20,e941c056-2d7a-4271-9c3c-76f5f8a9de66,87194fd8-0d48-4afc-8e38-74003e1ab773,9.42E+11,4.05E+15,JAIN VVPURAM 2,"5th Floor,Room -509",Bangalore,5.2.2.0.301,4,56,122.187.95.30,53579,172.16.131.33,Discovered,1.64E+12,1.71E+12,3,1
8C:7A:15:2A:94:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"1st Floor,124-A",Kanakpura Bangalore,5.2.2.0.301,10,132,125.17.13.54,56467,172.31.6.157,Discovered,1.66E+12,1.71E+12,19,1
8C:7A:15:2A:94:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Karakoram, Ground Floor 9",Kanakpura Bangalore,5.2.2.0.301,11,48,125.17.13.54,49305,172.31.4.21,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:96:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Basement ,1",Kanakpura Bangalore,5.2.2.0.301,10,36,125.17.13.54,33506,172.31.5.69,Discovered,1.66E+12,1.71E+12,0,1
8C:7A:15:2A:96:E0,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"8th Floor,B-wing Room -813",Bangalore,5.2.2.0.301,3,157,122.187.97.126,59092,172.16.130.137,Discovered,1.69E+12,1.71E+12,0,1
8C:7A:15:2A:98:00,1e51e3ab-766f-4875-9894-1787f4cf55c9,e299b84e-e312-49c5-acdb-696eaaa509da,9.42E+11,4.05E+15,JAIN VVPuram 1,"Basement,Back Office Computer Lab",0,5.2.2.0.301,7,116,122.187.95.182,57333,172.16.131.113,Discovered,1.68E+12,1.66E+12,0,1
8C:7A:15:2A:98:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"First Floor,125-126",Kanakpura Bangalore,5.2.2.0.301,8,40,125.17.13.54,39400,172.31.4.135,Discovered,1.65E+12,1.71E+12,2,1
8C:7A:15:2A:98:80,81aa19b1-9b25-429b-b588-4032ed6be214,aed3b784-c185-4f40-bcb4-6de012116417,9.42E+11,4.05E+15,JAIN  Heritage School,"4th Floor,9 B Corridor",Bangalore,5.2.2.0.301,5,165,122.187.95.38,40176,172.16.132.178,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:99:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Himalaya (Boys Hostel III),137",Kanakpura Bangalore,5.2.2.0.301,12,116,125.17.13.54,55796,172.31.4.227,Discovered,1.66E+12,1.71E+12,1,1
8C:7A:15:2A:9A:70,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"8th Floor,B-wing Room -819",Bangalore,5.2.2.0.301,4,157,122.187.97.126,54000,172.16.130.147,Discovered,1.69E+12,1.71E+12,0,1
8C:7A:15:2A:9A:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"3rd Floor,306",Kanakpura Bangalore,5.2.2.0.301,8,116,125.17.13.54,40937,172.31.6.22,Discovered,1.68E+12,1.71E+12,1,1
8C:7A:15:2A:9A:A0,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"8th Floor,B-wing Room -815",0,5.2.2.0.301,3,120,122.187.97.126,47806,172.16.130.140,Discovered,1.68E+12,1.67E+12,0,1
8C:7A:15:2A:9A:C0,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"4th Floor,A - Wing Corridor",Bangalore,5.2.2.0.301,4,132,122.187.97.126,58515,172.16.130.190,Discovered,1.69E+12,1.71E+12,0,1
8C:7A:15:2A:9B:30,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,SET - Academy Block Room No.213,Kanakpura Bangalore,5.2.2.0.301,2,56,125.17.13.54,38801,172.31.6.91,Discovered,1.66E+12,1.71E+12,2,1
8C:7A:15:2A:9B:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Himalaya (Boys Hostel III),207",Kanakpura Bangalore,5.2.2.0.301,1,36,125.17.13.54,39433,172.31.4.245,Discovered,1.66E+12,1.71E+12,1,1
8C:7A:15:2A:9B:50,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"6th Floor,Near Lift - MCA staff room",Bangalore,5.2.2.0.301,1,132,122.187.97.126,34199,172.16.130.172,Discovered,1.69E+12,1.71E+12,0,1
8C:7A:15:2A:9B:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"G-Floor,Tapaswini",Kanakpura Bangalore,5.2.2.0.301,7,36,125.17.13.54,52529,172.31.5.195,Discovered,1.66E+12,1.71E+12,0,1
8C:7A:15:2A:9B:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,238",Kanakpura Bangalore,5.2.2.0.301,2,52,125.17.13.54,44503,172.31.4.141,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:9C:30,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,245",Kanakpura Bangalore,5.2.2.0.301,10,40,125.17.13.54,57025,172.31.4.144,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:9C:50,38e49df3-4f0f-44cc-8dc2-491d9b7dd3e2,21b0a6ee-69f8-41d7-b341-37e2ed3fd02e,9.42E+11,4.05E+16,JAIN CMS1,"5th Floor,Corridor near Room no 504",Bangalore,5.2.2.0.301,9,132,61.246.196.58,56140,172.16.132.28,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:9C:B0,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"G-Floor,Reception",Bangalore,5.2.2.0.301,12,36,122.187.95.174,34026,172.16.131.130,Discovered,1.64E+12,1.71E+12,2,1
8C:7A:15:2A:9C:C0,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"8th Floor,B-wing Room -820",Bangalore,5.2.2.0.301,5,136,122.187.97.126,57413,172.16.130.149,Discovered,1.69E+12,1.71E+12,2,1
8C:7A:15:2A:9D:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Second Floor,214",Kanakpura Bangalore,5.2.2.0.301,3,132,125.17.13.54,45652,172.31.4.67,Discovered,1.65E+12,1.71E+12,0,1
8C:7A:15:2A:9D:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Himalaya (Boys Hostel III),343",Kanakpura Bangalore,5.2.2.0.301,11,124,125.17.13.54,53526,172.31.5.23,Discovered,1.66E+12,1.71E+12,2,1
8C:7A:15:2A:9D:30,dd0bb11f-10f6-41c1-8fc7-68831711d4db,d3db8536-094c-4d94-b16a-0209818750a1,9.42E+11,4.05E+15,JAIN CMS2,"1st Floor,Seminar Hall -3",Bangalore,5.2.2.0.301,7,161,122.187.95.174,53851,172.16.131.149,Discovered,1.64E+12,1.71E+12,0,1
8C:7A:15:2A:9D:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"1st Floor,7",Kanakpura Bangalore,5.2.2.0.301,13,153,125.17.13.54,55461,172.31.5.231,Discovered,1.68E+12,1.71E+12,9,1
8C:7A:15:2A:9D:70,3bb500c5-fe0d-433a-8053-a75a6a61d89e,5be2e9f9-13c4-4808-85df-c9bd8b97d48d,9.42E+11,4.05E+15,JAIN Jayanagar,"6th Floor,A - Wing Corridor",Bangalore,5.2.2.0.301,7,52,122.187.97.126,53430,172.16.130.170,Discovered,1.69E+12,1.71E+12,0,1
8C:7A:15:2A:9D:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,9.42E+11,4.05E+15,Jain Kanakpura,"Karakoram, Ground Floor,24",Kanakpura Bangalore,5.2.2.0.301,2,149,125.17.13.54,38240,172.31.4.13,Discovered,1.65E+12,1.71E+12,0,1
